Период отправления;Объем кузова;Станция отправления;Станция назначения;Кол-во;Тариф
18.11.2022;138;Новосибирск-Восточный;Болотная;1;3 756,00
18.11.2022;150;Сибирская;Иня-Восточная;1;1 917,00
18.11.2022;150;Алдан;Благовещенск;1;59 276,00
18.11.2022;138;Металлургическая;Речная;1;6 979,00
18.11.2022;138;Павлодар-Порт;Гилевка;1;6 593,46
18.11.2022;138;Комсомольск-на-Амуре;Екатеринославка;1;24 666,00
18.11.2022;138;Фаниполь;Свислочь (эксп.);1;6 803,83
18.11.2022;138;Белогорск;Екатеринославка;1;2 635,00
18.11.2022;138;Екатеринбург-Товарный;Речная;1;10 615,00
04.11.2022;158;Гыпджак;Жинишке;1;12 532,53
18.11.2022;138;Моховой;Речная;1;14 432,00
18.11.2022;138;Новороссийск;Кореновск;1;5 496,00
18.11.2022;138;Азов;Татьянка;1;17 008,00
18.11.2022;138;Каменская;Татьянка;1;19 359,00
18.11.2022;138;Горячий Ключ;Ейск;1;7 343,00
18.11.2022;138;Наугольный;Обнинское;1;4 601,00
18.11.2022;150;Караганозек;Магнитогорск-Грузовой;1;16 034,18
18.11.2022;138;Раевка;Златоуст;1;13 534,00
18.11.2022;138;Шарья;Буй;1;8 196,00
01.11.2022;157,2;Гыпджак;Костанай;1;12 627,04
18.11.2022;138;Щурово;Ефремов;1;6 130,00
15.11.2022;122;Серхетабат (эксп.);Костанай;1;12 650,03
17.11.2022;138;Серхетабат (эксп.);Костанай;1;12 650,03
15.11.2022;138;Серхетабат (эксп.);Железорудная;1;12 654,50
16.11.2022;138;Серхетабат (эксп.);Железорудная;1;12 654,50
18.11.2022;138;Уманская;Кавказская;1;10 921,00
18.11.2022;150;Алматы 1;Рубцовск;1;8 745,43
18.11.2022;138;Стальная;Шарья;1;12 209,00
18.11.2022;138;Каменская;Татьянка;1;12 181,00
18.11.2022;138;Белые Столбы;Ефремов;1;9 790,00
10.11.2022;138;Серхетабат (эксп.);Железорудная;1;12 754,12
18.11.2022;138;Белореченская;Майкоп;1;1 299,00
18.11.2022;158;Ульяновск-Центральный;Шакша;1;18 898,00
18.11.2022;150;Кутузово-Новое;Гатово;1;24 890,98
18.11.2022;138;Шершни;Речная;1;7 403,00
18.11.2022;138;Шершни;Речная;1;7 403,00
10.11.2022;138;Янгиер;Арал Тенизи;1;12 979,42
18.11.2022;138;Дзержинская-Новая;Балтийский Лес;1;1 067,00
16.11.2022;158;Рахимова;Талдыкорган;1;13 092,86
18.11.2022;161;Рахимова;Талдыкорган;1;13 092,86
18.11.2022;161;Рахимова;Талдыкорган;1;13 092,86
18.11.2022;157,5;Дзержинская-Новая;Гатово;1;21 631,98
18.11.2022;138;Ижевск;Нарышево;1;11 971,00
19.11.2022;138;Карталы I;Речная;1;13 534,00
19.11.2022;138;Карталы I;Магнитогорск-Грузовой;1;5 271,00
19.11.2022;138;Забайкальск (эксп.КЖД);Залари;1;41 904,00
19.11.2022;138;Забайкальск (эксп.КЖД);Залари;1;41 904,00
19.11.2022;138;Алексеевка;Саратов-Порт;1;19 782,00
19.11.2022;138;Алексеевка;Саратов-Порт;1;19 782,00
19.11.2022;150;Саратов II-Товарный;Зоринский;1;804,00
01.11.2022;158;Хамза;Жинишке;1;13 178,44
19.11.2022;161;Алтайская;Клещиха;1;7 616,00
08.11.2022;150;Сергели;Жинишке;1;13 271,98
19.11.2022;161;Алтайская;Клещиха;1;7 616,00
19.11.2022;161;Алтайская;Хабары;1;10 073,00
19.11.2022;161;Алтайская;Барнаул;1;447,00
19.11.2022;161;Алтайская;Рубцовск;1;9 358,00
19.11.2022;161;Алтайская;Алтайская;1;67,00
19.11.2022;161;Алтайская;Шипуново;1;6 454,00
19.11.2022;161;Алтайская;Барнаул;1;447,00
19.11.2022;161;Алтайская;Бийск;1;5 271,00
19.11.2022;161;Алтайская;Шипуново;1;6 454,00
19.11.2022;161;Алтайская;Рубцовск;1;9 358,00
19.11.2022;161;Алтайская;Рубцовск;1;9 358,00
19.11.2022;161;Алтайская;Алтайская;1;67,00
19.11.2022;161;Алтайская;Алтайская;1;67,00
19.11.2022;161;Алтайская;Алтайская;1;67,00
19.11.2022;161;Алтайская;Алтайская;1;67,00
19.11.2022;161;Алтайская;Шипуново;1;6 454,00
19.11.2022;161;Алтайская;Шипуново;1;6 454,00
19.11.2022;161;Алтайская;Шипуново;1;6 454,00
19.11.2022;161;Алтайская;Барнаул;1;447,00
19.11.2022;161;Алтайская;Барнаул;1;447,00
19.11.2022;161;Алтайская;Шипуново;1;6 454,00
19.11.2022;161;Алтайская;Новоблаговещенка;1;9 358,00
19.11.2022;161;Алтайская;Новоблаговещенка;1;9 358,00
19.11.2022;161;Алтайская;Новоблаговещенка;1;9 358,00
19.11.2022;161;Алтайская;Шипуново;1;6 454,00
11.11.2022;138;Балканабат;Жана-Есиль;1;13 833,99
11.11.2022;138;Балканабат;Жана-Есиль;1;13 833,99
19.11.2022;161;Алтайская;Шипуново;1;6 454,00
19.11.2022;161;Алтайская;Хабары;1;10 073,00
19.11.2022;161;Алтайская;Барнаул;1;447,00
19.11.2022;161;Алтайская;Хабары;1;10 073,00
19.11.2022;161;Алтайская;Барнаул;1;447,00
19.11.2022;161;Алтайская;Шипуново;1;6 454,00
19.11.2022;161;Алтайская;Рубцовск;1;9 358,00
19.11.2022;161;Алтайская;Рубцовск;1;9 358,00
19.11.2022;161;Алтайская;Шипуново;1;6 454,00
19.11.2022;161;Алтайская;Барнаул;1;447,00
19.11.2022;161;Алтайская;Клещиха;1;7 616,00
19.11.2022;161;Алтайская;Хабары;1;10 073,00
19.11.2022;161;Алтайская;Клещиха;1;7 616,00
19.11.2022;161;Алтайская;Хабары;1;10 073,00
19.11.2022;161;Алтайская;Алтайская;1;67,00
19.11.2022;161;Алтайская;Бийск;1;5 271,00
19.11.2022;122;Галаба;Костанай;1;38 342,53
19.11.2022;138;Тамбов I;Плавица;1;5 709,00
19.11.2022;150;Тольятти;Черниковка;1;17 812,00
19.11.2022;150;Тольятти;Безенчук;1;6 274,00
19.11.2022;150;Тольятти;Шакша;1;18 898,00
19.11.2022;138;Нижнеувельская;Речная;1;8 531,00
19.11.2022;138;Коченево;Бийск;1;12 733,00
19.11.2022;138;Тальцы;Залари;1;18 898,00
19.11.2022;150;Нур-Султан 1;Речная;1;27 678,37
19.11.2022;138;Новосибирск-Восточный;Бердск;1;3 462,00
19.11.2022;138;Жеты-Су;Алейская;1;13 431,43
19.11.2022;138;Новая Заимка;Уктус;1;13 682,00
16.11.2022;138;Вайвара;Палдиски;1;14 051,48
16.11.2022;138;Вайвара;Палдиски;1;14 051,48
11.11.2022;138;Келес;Темиртау;1;14 106,54
19.11.2022;138;Новая Заимка;Уктус;1;13 682,00
19.11.2022;138;Кольцово;Речная;1;11 440,00
19.11.2022;138;Алексеевка;Острогожск;1;1 476,00
19.11.2022;150;Алексеевка;Елань-Камышинская;1;13 937,00
19.11.2022;138;Новоспасское;Смышляевка;1;3 974,00
19.11.2022;138;Краснокаменск;Кая;1;66 126,00
19.11.2022;138;Мыс-Чуркин;Кнорринг;1;8 513,00
19.11.2022;138;Челябинск-Грузовой;Речная;1;7 403,00
19.11.2022;138;Гидростроитель;Иланка;1;14 697,00
19.11.2022;138;Алматы 1;Язевка-Сибирская;1;14 176,05
19.11.2022;138;Аксенгер (рзд);Речная;1;26 571,77
19.11.2022;138;Кировская;Шедок;1;26 665,00
19.11.2022;150;Барнаул;Алтайская;1;447,00
19.11.2022;150;Селятино;Игоревская;1;9 790,00
19.11.2022;157,2;Черный Мыс;Костанай;1;39 210,26
19.11.2022;138;Краснокамск;Заячья Горка;1;11 716,00
19.11.2022;138;Котел;Старый Оскол;1;290,00
19.11.2022;138;Камышин;Нефтяная;1;7 080,00
19.11.2022;138;Тихоново;Речная;1;12 550,00
19.11.2022;138;Симферополь-Грузовой;Телегино;1;28 473,00
19.11.2022;138;Гродеково (эксп. КЖД);Благовещенск;1;36 192,00
19.11.2022;158;Ульяновск-Центральный;Безенчук;1;7 403,00
19.11.2022;138;Никель;Сибай;1;16 036,00
09.11.2022;122;Мангистау;Мамлютка;1;14 341,84
19.11.2022;138;Шершни;Речная;1;7 403,00
19.11.2022;150;Спитамен;Арал Тенизи;1;14 399,10
19.11.2022;138;Шершни;Речная;1;7 403,00
04.11.2022;138;Худжанд;Арал Тенизи;1;14 442,88
07.11.2022;138;Джаббор Расулов;Арал Тенизи;1;14 448,19
19.11.2022;138;Худжанд;Арал Тенизи;1;14 454,16
20.11.2022;138;Чемской;Бердск;1;1 355,00
20.11.2022;138;Тамбов I;Кирсанов;1;2 943,00
20.11.2022;122;Галаба;Петропавловск;1;36 690,23
20.11.2022;122;Галаба;Петропавловск;1;37 692,60
03.11.2022;150;Рахимова;Жинишке;1;14 523,82
06.11.2022;158;Келес;Жинишке;1;14 523,82
20.11.2022;122;Галаба;Петропавловск;1;37 692,60
14.11.2022;150;Рахимова;Жинишке;1;14 544,38
20.11.2022;150;Рахимова;Жинишке;1;14 544,38
20.11.2022;138;Ужур;Копылово;1;18 582,00
07.11.2022;150;Чукурсай;Жинишке;1;14 631,29
07.11.2022;157,5;Чукурсай;Жинишке;1;14 631,29
09.11.2022;150;Назарбек;Жинишке;1;14 631,29
10.11.2022;150;Рахимова;Жинишке;1;14 631,29
13.11.2022;150;Назарбек;Жинишке;1;14 631,29
13.11.2022;150;Назарбек;Жинишке;1;14 631,29
20.11.2022;138;Магнитогорск-Грузовой;Сибай;1;3 864,00
20.11.2022;138;Кутум (эксп.);Ельшанка;1;16 069,00
20.11.2022;138;Галаба;Шымкент;1;26 997,06
20.11.2022;122;Галаба;Костанай;1;38 342,53
20.11.2022;138;Серов-Заводской;Речная;1;18 280,00
20.11.2022;138;Аппаратная;Речная;1;6 130,00
20.11.2022;122;Тюлькубас;Костанай;1;11 958,42
20.11.2022;138;Разрез;Сокур;1;10 615,00
20.11.2022;161;Новолипецк;Колодезная;1;5 001,00
20.11.2022;138;Кировская;Богословская;1;29 616,00
20.11.2022;138;Нерюнгри-Пассажирская;Тында;1;7 403,00
20.11.2022;138;Чаис;Инза;1;837,00
20.11.2022;138;Таганрог (эксп.);Татьянка;1;20 537,00
20.11.2022;138;Таганрог (эксп.);Татьянка;1;20 537,00
20.11.2022;150;Екатеринбург-Товарный;Речная;1;10 615,00
02.11.2022;150;Сергели;Жинишке;1;14 727,48
20.11.2022;138;Китой-Комбинатская;Кая;1;1 867,00
02.11.2022;138;Чукурсай;Достык;1;14 767,28
20.11.2022;138;Заневский Пост;Шарья;1;26 516,00
10.11.2022;158;Назарбек;Жинишке;1;14 836,94
20.11.2022;122;Курган;Петропавловск;1;8 777,00
20.11.2022;122;Курган;Петропавловск;1;8 777,00
20.11.2022;138;Нежеголь;Крейда;1;1 668,00
20.11.2022;158;Серпухов;Вязьма;1;9 358,00
20.11.2022;138;Подволошная;Речная;1;11 440,00
20.11.2022;138;Баженово;Полевской;1;3 756,00
20.11.2022;138;Лена;Иланка;1;24 666,00
20.11.2022;138;Гродеково (эксп. КЖД);Гродеково;1;782,00
20.11.2022;158;Шушары;Шарья;1;26 516,00
20.11.2022;138;Мекензиевы Горы;Красноперекопск;1;11 442,00
20.11.2022;138;Мекензиевы Горы;Красноперекопск;1;11 442,00
21.11.2022;138;Симферополь-Грузовой;Им. Максима Горького;1;17 408,00
21.11.2022;138;Пенза III;Белинская;1;2 647,00
21.11.2022;138;Магнитогорск-Грузовой;Сибай;1;6 244,00
21.11.2022;122;Галаба;Костанай;1;38 193,93
21.11.2022;122;Галаба;Костанай;1;38 193,93
21.11.2022;122;Галаба;Костанай;1;38 193,93
20.11.2022;158;Джаббор Расулов;Арал Тенизи;1;15 329,18
21.11.2022;122;Галаба;Костанай;1;38 193,93
21.11.2022;138;Галаба;Костанай;1;38 193,93
21.11.2022;138;Лабинская;Шедок;1;1 867,00
21.11.2022;138;Нижний Новгород-Сортировочный;Муром I;1;6 736,00
21.11.2022;158;Уральск;Шакша;1;17 250,76
21.11.2022;138;Узловая I;Ефремов;1;3 864,00
21.11.2022;138;Кульшарипово;Нарышево;1;3 297,00
21.11.2022;150;Благовещенск;Белогорск II;1;3 756,00
21.11.2022;150;Белово;Копылово;1;12 596,00
21.11.2022;138;Залари;Зима;1;1 921,00
04.11.2022;138;Гыпджак;Жана-Есиль;1;15 559,49
21.11.2022;138;Шымкент;Жинишке;1;10 614,81
21.11.2022;138;Тихонький (обп);Богословская;1;11 442,00
01.11.2022;150;Келес;Таскудык;1;15 778,31
20.11.2022;138;Ташкент;Чкалово;1;15 807,50
21.11.2022;138;Прохладная;Богословская;1;3 974,00
21.11.2022;138;Вологда II;Шарья;1;6 607,00
21.11.2022;138;Симферополь-Грузовой;Кубанская;1;10 434,00
13.11.2022;138;Чукурсай;Чкалово;1;15 904,35
13.11.2022;138;Чукурсай;Тайынша;1;15 905,02
21.11.2022;150;Черемхово;Кая;1;4 556,00
21.11.2022;138;Калининград-Сортировочный;Балтийский Лес;1;1 172,00
21.11.2022;158;Грозный;Армавир-Ростовский;1;13 374,00
21.11.2022;138;Тольятти;Смышляевка;1;4 429,00
21.11.2022;138;Краснодар II;Краснодар-Сортировочный;1;395,00
21.11.2022;138;Сальск;Морозовская;1;8 777,00
21.11.2022;150;Электросталь;Балабаново;1;9 096,00
18.11.2022;122;Янгиюль;Костанай;1;16 101,38
18.11.2022;122;Янгиюль;Костанай;1;16 101,38
21.11.2022;138;Фаниполь;Свислочь (эксп.);1;6 776,63
21.11.2022;138;Новокузнецк-Северный;Гилевка;1;11 641,00
21.11.2022;138;Адлер;Речная;1;37 938,00
21.11.2022;138;Ульяновск-Центральный;Нарышево;1;13 937,00
21.11.2022;138;Барабинск;Москаленки;1;12 596,00
21.11.2022;138;Адлер;Майкоп;1;5 975,00
21.11.2022;150;Темрюк;Трубецкая;1;14 697,00
21.11.2022;150;Химзаводская;Тольятти;1;447,00
21.11.2022;138;Предпортовая;Пустынька;1;4 259,00
22.11.2022;138;Наушки (эксп. АО "УБЖД": участок Сухабаатар - Улаанбаатар (искл.));Мальта;1;21 732,00
22.11.2022;138;Семенов;Муром I;1;5 654,00
22.11.2022;138;Стойленская;Придача;1;6 028,00
04.11.2022;138;Назарбек;Достык;1;16 375,37
16.11.2022;158;Рахимова;Достык;1;16 399,25
12.11.2022;138;Чукурсай;Жана-Есиль;1;16 447,68
08.11.2022;122;Серхетабат (эксп.);Мамлютка;1;16 504,55
08.11.2022;122;Серхетабат (эксп.);Мамлютка;1;16 504,55
22.11.2022;138;Неклиновка;Ейск;1;7 899,00
22.11.2022;120;Галаба (эксп.);Костанай;1;38 330,59
22.11.2022;138;Моховая Падь;Белогорск II;1;3 756,00
22.11.2022;150;Черемхово;Залари;1;2 278,00
19.11.2022;150;Сергели;Достык;1;16 643,38
22.11.2022;138;Краснодар I;Динская;1;983,00
22.11.2022;138;Антипиха;Атамановка;1;282,00
22.11.2022;138;Омск-Северный;Колония;1;4 429,00
22.11.2022;138;Новосибирск-Восточный;Инская;1;782,00
08.11.2022;138;Коканд I;Арал Тенизи;1;16 973,09
22.11.2022;138;Ирбит;Уктус;1;7 157,00
22.11.2022;138;Казыкурт;Арал Тенизи;1;6 096,08
22.11.2022;138;Неклиновка;Ейск;1;7 899,00
22.11.2022;138;Болотная;Инская;1;4 556,00
22.11.2022;150;Волжский;Татьянка;1;3 430,00
01.11.2022;122;Келес;Костанай;1;17 061,32
22.11.2022;138;Антипиха;Благовещенск;1;43 995,00
14.11.2022;157,2;Бишкек I;Талдыкорган;1;17 077,24
22.11.2022;138;Меновой Двор;Косяковка;1;7 764,00
22.11.2022;138;Храпуново;Рышково;1;11 424,00
22.11.2022;138;Крекшино;Нара;1;1 661,00
07.11.2022;138;Назарбек;Кокшетау II;1;17 095,15
10.11.2022;138;Чукурсай;Кокшетау II;1;17 095,15
22.11.2022;138;Таганрог (эксп.);Татьянка;1;20 537,00
22.11.2022;138;Чебоксары;Муром I;1;14 697,00
22.11.2022;138;Матвеев Курган;Татьянка;1;18 898,00
04.11.2022;138;Назарбек;Кокшетау II;1;17 225,18
12.11.2022;138;Ангрен;Таскудык;1;17 238,45
22.11.2022;157,5;Советск;Гатово;1;23 150,82
22.11.2022;175;Дзержинская-Новая;Гатово;1;20 365,82
22.11.2022;138;Клещиха;Бердск;1;1 869,00
22.11.2022;138;Тихонький (обп);Георгиевск;1;10 615,00
22.11.2022;150;Гусев;Паняряй;1;7 759,37
22.11.2022;150;Шымкент;Арал Тенизи;1;6 949,25
22.11.2022;138;Алматы 1;Чкалово;1;9 734,18
06.11.2022;138;Янгиер;Жана-Есиль;1;17 297,49
22.11.2022;138;Шарья;Буй;1;8 196,00
13.11.2022;138;Янгиер;Жана-Есиль;1;17 412,26
05.11.2022;138;Чукурсай;Риддер;1;17 415,58
14.11.2022;150;Спитамен;Жинишке;1;17 572,80
02.11.2022;157,2;Рахимова;Павлодар;1;17 586,73
17.11.2022;138;Назарбек;Тайынша;1;17 615,92
19.11.2022;138;Назарбек;Тайынша;1;17 615,92
22.11.2022;138;Семей;Топчиха;1;9 101,04
22.11.2022;138;Уршак (рзд);Уфа;1;993,00
22.11.2022;138;Гуково;Морозовская;1;9 493,00
13.11.2022;150;Аламедин;Талдыкорган;1;17 720,74
12.11.2022;150;Назарбек;Таскудык;1;17 725,38
12.11.2022;150;Назарбек;Таскудык;1;17 725,38
12.11.2022;138;Назарбек;Тайынша;1;17 728,04
18.11.2022;157,2;Ош;Костанай;1;17 752,58
22.11.2022;138;Уршак (рзд);Уфа;1;993,00
22.11.2022;150;Жилаево;Шакша;1;13 829,92
22.11.2022;150;Починки;Юрьевец;1;7 764,00
22.11.2022;138;Тула I-Курская;Ногинск;1;10 921,00
22.11.2022;138;Челутай;Залари;1;20 867,00
22.11.2022;174;Уршак (рзд);Шакша;1;1 628,00
22.11.2022;138;Сочи;Им. Максима Горького;1;19 887,00
20.11.2022;138;Назарбек;Есиль;1;17 887,25
20.11.2022;138;Назарбек;Есиль;1;17 887,25
16.11.2022;138;Сергели;Тайынша;1;17 889,91
20.11.2022;138;Назарбек;Тайынша;1;17 889,91
22.11.2022;138;Стальная;Шарья;1;12 209,00
22.11.2022;138;Стальная;Шарья;1;12 209,00
11.11.2022;138;Назарбек;Таскудык;1;18 002,02
12.11.2022;138;Назарбек;Таскудык;1;18 002,02
11.11.2022;138;Назарбек;Тайынша;1;18 004,68
13.11.2022;138;Назарбек;Тайынша;1;18 004,68
22.11.2022;138;Каменская;Татьянка;1;19 359,00
22.11.2022;138;Котлубань;Им. Максима Горького;1;2 454,00
15.11.2022;138;Назарбек;Жана-Есиль;1;18 235,54
18.11.2022;138;Рахимова;Тальщик;1;18 243,50
18.11.2022;138;Рахимова;Тальщик;1;18 243,50
20.11.2022;138;Рахимова;Тальщик;1;18 243,50
22.11.2022;138;Котлубань;Карповская;1;3 682,00
22.11.2022;138;Котлубань;Им. Максима Горького;1;2 454,00
22.11.2022;138;Котлубань;Им. Максима Горького;1;2 454,00
22.11.2022;138;Котлубань;Им. Максима Горького;1;2 454,00
22.11.2022;138;Аргаяш;Полевской;1;4 606,00
22.11.2022;138;Аргаяш;Речная;1;9 460,00
13.11.2022;138;Назарбек;Жана-Есиль;1;18 352,96
16.11.2022;138;Назарбек;Янко;1;18 522,13
18.11.2022;138;Назарбек;Жана-Есиль;1;18 522,13
23.11.2022;138;Асбест;Заячья Горка;1;11 424,00
23.11.2022;138;Забайкальск (эксп.КЖД);Залари;1;45 152,00
23.11.2022;138;Железорудная;Речная;1;26 363,93
23.11.2022;122;Галаба;Костанай;1;38 193,93
08.11.2022;138;Назарбек;Жана-Есиль;1;18 642,20
08.11.2022;138;Назарбек;Жана-Есиль;1;18 642,20
09.11.2022;138;Сергели;Жана-Есиль;1;18 642,20
10.11.2022;138;Назарбек;Жана-Есиль;1;18 642,20
11.11.2022;138;Назарбек;Жана-Есиль;1;18 642,20
07.11.2022;138;Назарбек;Тальщик;1;18 648,17
10.11.2022;138;Назарбек;Тальщик;1;18 648,17
23.11.2022;138;Лечебный;Аргаяш;1;6 525,00
23.11.2022;138;Жанааул;Костанай;1;6 937,11
23.11.2022;122;Курган;Костанай;1;18 439,74
23.11.2022;138;Мырза;Жана-Есиль;1;4 581,96
23.11.2022;150;Гончарово;Кая;1;581,00
20.11.2022;138;Аблык;Шемонаиха;1;18 699,92
05.11.2022;138;Бишкек I;Арал Тенизи;1;18 733,75
17.11.2022;157,2;Чукурсай;Аркалык;1;18 872,40
16.11.2022;158;Нукус;Жинишке;1;18 881,69
23.11.2022;138;Джанкой;Полтавская;1;9 262,00
23.11.2022;138;Семей;Шипуново;1;6 127,04
23.11.2022;138;Семей;Предгорная;1;3 823,94
23.11.2022;158;Ревда;Смычка;1;5 001,00
23.11.2022;138;Валуйки;Старый Оскол;1;5 271,00
23.11.2022;138;Завитая;Белогорск II;1;3 864,00
23.11.2022;138;Наушки (эксп. АО "УБЖД": участок Сухабаатар - Улаанбаатар (искл.));Мальта;1;21 732,00
23.11.2022;150;Шарья;Лянгасово;1;8 196,00
23.11.2022;138;Шарья;Ворсма;1;17 812,00
23.11.2022;138;Гуково;Уманская;1;9 096,00
23.11.2022;138;Ноябрьск I;Керамик;1;45 034,00
05.11.2022;158;Худжанд;Жинишке;1;18 955,33
14.11.2022;150;Худжанд;Жинишке;1;18 975,89
15.11.2022;150;Худжанд;Жинишке;1;18 975,89
15.11.2022;150;Худжанд;Жинишке;1;18 975,89
16.11.2022;150;Худжанд;Жинишке;1;18 975,89
20.11.2022;150;Худжанд;Жинишке;1;18 975,89
13.11.2022;150;Джаббор Расулов;Жинишке;1;19 007,74
23.11.2022;138;Долгушино;Ворсма;1;16 204,00
23.11.2022;138;Арга;Белогорск;1;1 519,00
23.11.2022;138;Кировская;Джанкой;1;4 837,00
23.11.2022;138;Среднерогатская;Пустынька;1;2 562,00
23.11.2022;138;Светлоград;Прохладная;1;10 073,00
23.11.2022;138;Черный Мыс;Полевской;1;21 409,00
12.11.2022;150;Худжанд;Жинишке;1;19 062,80
11.11.2022;138;Назарбек;Костанай;1;19 079,38
02.11.2022;157,2;Сергели;Костанай;1;19 209,41
23.11.2022;138;Севастополь-Товарный;Красноперекопск;1;7 967,00
05.11.2022;138;Назарбек;Риддер;1;19 349,39
23.11.2022;138;Марцево;Персиановка;1;7 363,00
23.11.2022;138;Марцево;Персиановка;1;7 363,00
23.11.2022;138;Марцево;Персиановка;1;7 363,00
01.11.2022;138;Назарбек;Шемонаиха;1;19 361,33
23.11.2022;150;Шарья;Буй;1;8 196,00
23.11.2022;150;Апшерон;Сумгаит;1;2 339,15
23.11.2022;158;Санкт-Петербург-Тов.-Витебский;Шарья;1;28 252,00
23.11.2022;138;Барнаул;Бийск;1;5 195,00
23.11.2022;150;Каменская;Речная;1;25 207,00
09.11.2022;138;Сергели;Риддер;1;19 506,61
15.11.2022;138;Янгиер;Таскудык;1;19 582,24
23.11.2022;138;Алексеевка;Острогожск;1;1 476,00
23.11.2022;138;Алексеевка;Острогожск;1;1 476,00
23.11.2022;138;Алексеевка;Острогожск;1;1 476,00
23.11.2022;150;Алексеевка;Елань-Камышинская;1;13 937,00
23.11.2022;150;Тольятти;Черниковка;1;17 812,00
23.11.2022;157,2;Наугольный;Лосиноостровская;1;2 635,00
23.11.2022;138;Латышская;Ефремов;1;6 607,00
23.11.2022;138;Заречная;Татьянка;1;16 204,00
23.11.2022;138;Рышково;Михайловский Рудник;1;5 874,00
23.11.2022;138;Чемской;Барнаул;1;7 403,00
23.11.2022;138;Новотроицк;Сибай;1;14 195,00
23.11.2022;138;Минусинск;Черкасов Камень;1;13 937,00
01.11.2022;138;Бишкек I;Достык;1;20 174,66
18.11.2022;138;Спитамен;Есиль;1;20 177,97
23.11.2022;158;Кутузово-Новое;Гатово;1;20 365,82
23.11.2022;138;Пикалево II;Череповец I;1;6 485,00
23.11.2022;175;Кутузово-Новое;Гатово;1;25 058,82
23.11.2022;138;Базаиха;Иланка;1;7 403,00
24.11.2022;158;Унеча;Балабаново;1;12 596,00
09.11.2022;138;Бишкек I;Таскудык;1;20 443,33
24.11.2022;138;Стойленская;Речная;1;42 493,00
24.11.2022;138;Богданович;Полевской;1;5 328,00
24.11.2022;138;Белгород;Старый Оскол;1;3 623,00
24.11.2022;138;Тамбов I;Речная;1;36 192,00
24.11.2022;138;Восстание;Ворсма;1;14 124,00
24.11.2022;122;Галаба;Костанай;1;38 193,93
24.11.2022;157,2;Сайрам;Костанай;1;14 406,82
10.11.2022;138;Бекабад;Жана-Есиль;1;20 613,83
24.11.2022;150;Котел;Речная;1;42 493,00
24.11.2022;150;Уральск;Шакша;1;17 250,76
24.11.2022;138;Богданович;Речная;1;13 682,00
12.11.2022;138;Аламедин;Достык;1;20 861,28
01.11.2022;138;Агара;Черкесск;1;20 867,00
24.11.2022;138;Актау-Порт;Косяковка;1;41 685,91
24.11.2022;138;Магнитогорск-Грузовой;Сибай;1;3 756,00
24.11.2022;138;Тыреть;Зима;1;1 161,00
24.11.2022;150;Уральск;Шакша;1;17 250,76
16.11.2022;150;Какир;Жинишке;1;21 012,53
24.11.2022;138;Кругликово;Красная Речка;1;1 661,00
11.11.2022;150;Какир;Жинишке;1;21 101,43
24.11.2022;138;Таганрог (эксп.);Татьянка;1;20 537,00
02.11.2022;138;Спитамен;Костанай;1;21 437,77
24.11.2022;138;Сеятель;Бердск;1;434,00
24.11.2022;138;Сеятель;Бердск;1;434,00
15.11.2022;158;Ош;Медеу;1;21 555,86
24.11.2022;138;Батайск;Каменоломни;1;2 635,00
24.11.2022;138;Тихорецкая;Йошкар-Ола;1;4 662,00
24.11.2022;138;Северобайкальск;Иланка;1;32 173,00
24.11.2022;138;Жеты-Су;Чкалово;1;9 735,46
24.11.2022;138;Жанатас;Арал Тенизи;1;8 081,48
24.11.2022;161;Волжский;Зоринский;1;18 663,00
08.11.2022;138;Амгалан;Китой-Комбинатская;1;21 732,00
15.11.2022;138;Хонхор;Мальта;1;21 732,00
24.11.2022;138;Забайкальск (эксп.КЖД);Благовещенск;1;53 197,00
24.11.2022;138;Кемпирсай;Илецк I;1;5 623,51
24.11.2022;138;Южно-Сахалинск-Грузовой;Завитая;1;30 367,00
24.11.2022;158;Семей;Рубцовск;1;2 653,04
24.11.2022;138;Семей;Предгорная;1;3 823,94
24.11.2022;138;Семей;Предгорная;1;3 823,94
24.11.2022;138;Семей;Предгорная;1;3 823,94
24.11.2022;138;Семей;Предгорная;1;3 823,94
24.11.2022;138;Ижевск;Тихоново;1;4 030,00
24.11.2022;138;Семей;Карталы I;1;10 539,71
24.11.2022;138;Семей;Предгорная;1;3 823,94
24.11.2022;138;Караганды;Речная;1;21 171,13
24.11.2022;157,5;Жилаево;Шакша;1;13 829,92
11.11.2022;150;Андижан I;Талдыкорган;1;21 894,19
24.11.2022;150;Тальцы;Кая;1;13 937,00
24.11.2022;138;Мальта;Иркутск-Сортировочный;1;2 562,00
24.11.2022;138;Новороссийск;Кореновск;1;7 234,00
24.11.2022;150;Туркестан;Арал Тенизи;1;5 751,87
06.11.2022;138;Худжанд;Костанай;1;22 209,31
18.11.2022;161;Бишкек I;Жинишке;1;22 229,21
10.11.2022;138;Аламедин;Таскудык;1;22 560,24
04.11.2022;138;Джаббор Расулов;Жана-Есиль;1;22 584,79
24.11.2022;138;Заречная;Ельшанка;1;16 204,00
24.11.2022;150;Заречная;Татьянка;1;16 204,00
24.11.2022;138;Медеу;Алейская;1;13 357,35
24.11.2022;138;Белогорск;Завитая;1;3 864,00
24.11.2022;138;Севастополь-Товарный;Полтавская;1;17 008,00
24.11.2022;138;Заречная;Татьянка;1;16 204,00
