Дата отправления;Объем кузова;Станция отправления;Станция назначения;Наименование груза;Станция отправления код;Станция назн. код;Ставка с Заказчиком б/ндс, руб;Отправки УТК, в/о;Длительность
25.11.2022;150;Жинишке;Маарду (эксп. через порт Мууга);Хрома (VI) оксид (ангидрид хромовый, триоксид хрома) безводный;66780;08220;77004,89;1;
26.11.2022;150;Жинишке;Маарду (эксп. через порт Мууга);Хрома оксид;66780;08220;77004,89;1;
28.11.2022;138;Уссурийск;Гродеково (эксп. КЖД);Зерно бобов;98830;98930;83000,00;1;
28.11.2022;175;Гатово;Дзержинская-Новая;Материалы строительные, кроме железобетонных, не поименованные в алфавите;14510;10250;92000,00;1;
28.11.2022;157,5;Гатово;Кутузово-Новое;Материалы строительные, кроме железобетонных, не поименованные в алфавите;14510;10430;92000,00;1;
28.11.2022;138;Красноперекопск;Татьянка;Натрия карбонат (натрий углекислый, сода кальцинированная);86950;61200;49166,67;1;
28.11.2022;138;Хырдалан;Тимашевская;Соль поваренная "Экстра";54670;51620;20000,00;1;
28.11.2022;138;Старый Оскол;Темрюк;Отруби, не поименованные в алфавите;43850;52300;80833,33;1;
28.11.2022;138;Ворсма;Колпино;Плиты и плитки гипсовые;26920;03160;70488,00;1;
28.11.2022;138;Ворсма;Колпино;Плиты и плитки гипсовые;26920;03160;70488,00;1;
28.11.2022;138;Кутаиси II;Гатово;Воды минеральные, натуральные и искусственные;57480;14510;53022,99;1;
28.11.2022;138;Кутаиси II;Гатово;Воды минеральные, натуральные и искусственные;57480;14510;53022,99;1;
28.11.2022;138;Илецк I;Мальчики;Соль пищевая молотая;66690;19440;43795,00;1;
28.11.2022;138;Китой-Комбинатская;Ерунаково;Селитра аммиачная;93210;86300;35000,00;1;
28.11.2022;138;Речная;Павлодар-Порт;Изделия шамотные, не поименованные в алфавите;80670;69640;145031,25;1;
28.11.2022;138;Старый Оскол;Архангельск-Город;Комбикорма всякие;43850;29050;84166,67;1;
28.11.2022;138;Салават;Карачев;Полиэтилен;65300;20050;54166,67;1;
28.11.2022;138;Пугачевск;Астара (эксп.);Ячмень;62770;55450;170000,00;1;
28.11.2022;138;Хырдалан;Средневолжская;Соль поваренная "Экстра";54670;63800;20000,00;1;
28.11.2022;150;Шакша;Юрга I;Плиты древесностружечные;65530;87040;83333,33;1;
28.11.2022;158;Талдыкорган;Омск-Восточный;Аккумуляторы и батареи аккумуляторные электрические;70180;83120;65000,00;1;
28.11.2022;138;Шакат;Сергели;Семена подсолнечника;69670;72350;120000,00;1;
28.11.2022;138;Арал Тенизи;Семенов;Концентрат минеральный "Галит";67030;26580;25000,00;1;
28.11.2022;138;Предгорная;Богданович;Шрот кормовой, не поименованный в алфавите;71260;79320;65000,00;1;
28.11.2022;138;Предгорная;Богданович;Шрот кормовой, не поименованный в алфавите;71260;79320;65000,00;1;
28.11.2022;138;Кирсанов;Нукус;Масло подсолнечное;60280;73900;145000,00;1;
28.11.2022;138;Кирсанов;Нукус;Масло подсолнечное;60280;73900;145000,00;1;
28.11.2022;138;Кирсанов;Нукус;Масло подсолнечное;60280;73900;145000,00;1;
28.11.2022;157,2;Татьянка;Соломбалка;Натрия гидроксид (едкий натр, сода каустическая) твердый;61200;29170;77500,00;1;
28.11.2022;138;Хырдалан;Белгород;Соль поваренная "Экстра";54670;43450;20000,00;1;
28.11.2022;138;Морозовская;Ашгабат;Масло подсолнечное;58830;75280;130000,00;1;
28.11.2022;138;Палдиски;Жилаево;Кирпич строительный, не поименованный в алфавите;08110;66600;72304,08;1;
28.11.2022;138;Палдиски;Жилаево;Кирпич строительный, не поименованный в алфавите;08110;66600;72304,08;1;
28.11.2022;158;Шакша;Аламедин;Плиты древесностружечные;65530;71690;145000,00;1;
28.11.2022;161;Шипуново;Заудинский;Комбикорма всякие;84410;93570;87500,00;1;
28.11.2022;161;Шипуново;Заудинский;Комбикорма всякие;84410;93570;87500,00;1;
27.11.2022;138;Акяйла (эксп.);Алматы 1;Этиленгликоль;87700;70000;20000,00;1;
28.11.2022;161;Татьянка;Мончегорск;Натрия гидроксид (едкий натр, сода каустическая) твердый;61200;01640;92500,00;1;
28.11.2022;138;Морозовская;Сергели;Масло подсолнечное;58830;72350;130000,00;1;
28.11.2022;138;Морозовская;Сергели;Масло подсолнечное;58830;72350;130000,00;1;
28.11.2022;138;Морозовская;Сергели;Масло подсолнечное;58830;72350;130000,00;1;
28.11.2022;138;Морозовская;Сергели;Масло подсолнечное;58830;72350;130000,00;1;
28.11.2022;138;Морозовская;Сергели;Масло подсолнечное;58830;72350;130000,00;1;
28.11.2022;138;Морозовская;Сергели;Масло подсолнечное;58830;72350;130000,00;1;
28.11.2022;150;Егорьевск I;Назарбек;Плиты древесноволокнистые;23340;72220;145000,00;1;
28.11.2022;138;Пустынька;Сороковая;Плитки керамические, не поименованные в алфавите;03210;69020;98000,00;1;
28.11.2022;150;Зеленчук;Бишкек I;Масло подсолнечное;53070;71660;130000,00;1;
27.11.2022;158;Игоревская;Келес;Плиты древесностружечные;17300;72010;145000,00;1;
28.11.2022;158;Игоревская;Назарбек;Плиты древесностружечные;17300;72220;145000,00;1;
28.11.2022;138;Рудня;Чукурсай;Консервы овощные;17190;72000;130000,00;1;
26.11.2022;158;Минеральные Воды;Алматы 2;Бутыли стеклянные;53000;70010;88000,00;1;
28.11.2022;138;Колпны;Яшкино;Сахар-песок;20890;87320;90000,00;1;
28.11.2022;150;Советск;Карбышево I;Сборная повагонная отправка;10480;83030;106666,67;1;
28.11.2022;138;Кайранкуль;Вентспилс (эксп.);Семена льна;68620;09830;125000,00;1;
28.11.2022;150;Красная Сопка;Нижний Бестях;Овес;88420;91340;172500,00;1;
28.11.2022;150;Капчагай;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Антифризы, не поименованные в алфавите;70070;93710;154000,00;1;
25.11.2022;158;Ижевск;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Тара стеклянная новая, не поименованная в алфавите;25540;93710;190000,00;1;
28.11.2022;161;Новоблаговещенка;Михайло-Чесноковская;Мука пшеничная высшего сорта;84540;95370;122500,00;1;
28.11.2022;158;Рубцовск;Благовещенск;Мука пшеничная высшего сорта;84340;95470;129166,67;1;
28.11.2022;150;Кая;Люблино-Сортировочное;Мука соевая;93280;19000;35253,33;1;
28.11.2022;138;Боровичи;Лена;Изделия кислотоупорные и огнеупорные, не поименованные в алфавите;05350;92710;125000,00;1;
28.11.2022;158;Шипуново;Хабаровск I;Макароны;84410;97040;151000,00;1;
28.11.2022;150;Каменская;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Краски, не поименованные в алфавите;58720;93710;160000,00;1;
28.11.2022;138;Благовещенск;Помары;Шрот кормовой, не поименованный в алфавите;95470;25160;83333,33;1;
28.11.2022;158;Поти (эксп.);Наушки (эксп. АО "УБЖД": участок Сухабаатар - Улаанбаатар (искл.));Чай байховый зеленый;57220;93700;114481,46;1;
28.11.2022;138;Березовский-Восточный;Алексеевка;Зерно бобов;95440;58140;83333,33;1;
28.11.2022;138;Екатеринославка;Алексеевка;Зерно бобов;95540;58140;62500,00;1;
28.11.2022;138;Благовещенск;Алексеевка;Зерно бобов;95470;58140;83333,33;1;
29.11.2022;138;Речная;Металлургическая;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;80120;69439,60;1;
29.11.2022;138;Мууга (эксп.);Перово;Какао в бобах (сырье);08190;19380;54228,06;1;
29.11.2022;138;Черкесск;Адлер;Смеси сухие строительные на основе минеральных вяжущих с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;53100;53280;50000,00;1;
29.11.2022;138;Орша-Восточная;Новоиерусалимская;Сборная повагонная отправка;16670;19720;90000,00;1;
29.11.2022;175;Гатово;Кутузово-Новое;Материалы строительные, кроме железобетонных, не поименованные в алфавите;14510;10430;92000,00;1;
29.11.2022;158;Гатово;Кутузово-Новое;Материалы строительные, кроме железобетонных, не поименованные в алфавите;14510;10430;92000,00;1;
28.11.2022;158;Гатово;Кутузово-Новое;Материалы строительные, кроме железобетонных, не поименованные в алфавите;14510;10430;92000,00;1;
29.11.2022;138;Речная;Магнитогорск-Грузовой;Изделия магнезитовые;80670;81760;86460,14;1;
29.11.2022;138;Жинишке;Новокуйбышевская;Хрома (VI) оксид (ангидрид хромовый, триоксид хрома) безводный;66780;63940;45370,81;1;
29.11.2022;138;Жинишке;Новокуйбышевская;Хрома (VI) оксид (ангидрид хромовый, триоксид хрома) безводный;66780;63940;45370,81;1;
28.11.2022;158;Батарейная;Наушки (эксп. АО "УБЖД": участок Сухабаатар - Улаанбаатар (искл.));Масла минеральные, светлые, не поименованные в алфавите;93260;93700;81500,00;1;
29.11.2022;138;Полотняный Завод;Лида;Тальк молотый;18910;13760;73000,00;1;
29.11.2022;138;Карповская;Сочи;Мука пшеничная высшего сорта;61590;53290;60000,00;1;
29.11.2022;138;Старый Оскол;Химическая;Мука пшеничная высшего сорта;43850;63710;67500,00;1;
29.11.2022;138;Хырдалан;Краснодар II;Соль пищевая молотая;54670;52080;20000,00;1;
29.11.2022;138;Илецк I;Трусово;Соль пищевая молотая;66690;61640;45327,50;1;
29.11.2022;138;Рышково;Псков-Товарный;Мука пшеничная, не поименованная в алфавите;20810;07050;81666,67;1;
29.11.2022;138;Хырдалан;Успенская;Соль пищевая молотая;54670;51090;20000,00;1;
29.11.2022;138;Старый Оскол;Вельск;Сборная повагонная отправка;43850;29770;78750,00;1;
29.11.2022;150;Арал Тенизи;Уктус;Концентрат минеральный "Галит";67030;78070;25000,00;1;
29.11.2022;138;Пустынька;Калининград-Сортировочный;Кирпич строительный, не поименованный в алфавите;03210;10000;133333,33;1;
29.11.2022;138;Старый Оскол;Калининград-Сортировочный;Мука пшеничная высшего сорта;43850;10000;139166,67;1;
29.11.2022;138;Заинск;КАРБЫШЕВО II;Сахар-песок;64810;83260;82500,00;1;
29.11.2022;150;Жинишке;Сырдарьинская;Соли сернокислые (сульфаты), не поименованные в алфавите;66780;72470;99562,72;1;
29.11.2022;158;Жинишке;Сырдарьинская;Соли сернокислые (сульфаты), не поименованные в алфавите;66780;72470;99562,72;1;
29.11.2022;138;Магнитогорск-Грузовой;Новосибирск-Западный;Жесть всякая;81760;85120;72450,00;1;
29.11.2022;138;Хырдалан;Придача;Соль пищевая молотая;54670;59710;20000,00;1;
29.11.2022;138;Арал Тенизи;Буйнакск;Соль пищевая молотая;67030;54310;45000,00;1;
29.11.2022;150;Речная;Череповец II;Порошок магнезитовый металлургический;80670;30250;121171,59;1;
29.11.2022;138;Магнитогорск-Грузовой;Балабаново;Изделия шамотные, не поименованные в алфавите;81760;18360;42500,00;1;
29.11.2022;138;Сегежа;Бахаревка;Мешки бумажные;01180;76140;62500,00;1;
29.11.2022;138;Макат;Наугольный;Концентрат минеральный "Галит";66110;23660;40000,00;1;
29.11.2022;157,5;Макат;Наугольный;Концентрат минеральный "Галит";66110;23660;40000,00;1;
29.11.2022;150;Макат;Наугольный;Концентрат минеральный "Галит";66110;23660;40000,00;1;
29.11.2022;138;Хырдалан;Нижний Ломов;Соль пищевая молотая;54670;63310;20000,00;1;
29.11.2022;138;Соликамск II;Вайвара;Неорганические соединения прочие, не поименованные в алфавите;76950;08360;130000,00;1;
29.11.2022;150;Мууга (эксп.);Тольятти;Какао в бобах (сырье);08190;63730;72304,08;1;
29.11.2022;158;Арал Тенизи;Богословская;Соль пищевая молотая;67030;53060;45000,00;1;
29.11.2022;138;Тальщик;Янгиер;Пшеница;68850;72520;130000,00;1;
29.11.2022;158;Безенчук;Сергели;Масло подсолнечное;63850;72350;142000,00;1;
29.11.2022;138;Уманская;Заневский Пост;Сахар-песок;51680;03690;48203,00;1;
29.11.2022;138;Арал Тенизи;Нежеголь;Соль пищевая молотая;67030;43410;25000,00;1;
29.11.2022;138;Морозовская;Ашгабат;Масло подсолнечное;58830;75280;130000,00;1;
29.11.2022;150;Барнаул;Назарбек;Плиты древесностружечные;84010;72220;130000,00;1;
29.11.2022;158;Барнаул;Назарбек;Плиты древесностружечные;84010;72220;130000,00;1;
29.11.2022;150;Барнаул;Назарбек;Плиты древесностружечные;84010;72220;130000,00;1;
29.11.2022;158;Барнаул;Рахимова;Плиты древесностружечные;84010;72370;130000,00;1;
29.11.2022;150;Барнаул;Рахимова;Плиты древесностружечные;84010;72370;130000,00;1;
29.11.2022;158;Барнаул;Рахимова;Плиты древесностружечные;84010;72370;130000,00;1;
29.11.2022;158;Жинишке;Алтай;Натрия дихромат (натрий двухромовокислый);66780;71460;99128,89;1;
29.11.2022;150;Безенчук;Какир;Масло подсолнечное;63850;74220;154000,00;1;
29.11.2022;138;Горячий Ключ;Нижнеувельская;Рис (крупа);52420;80410;41666,67;1;
29.11.2022;158;Талдыкорган;Тюмень;Аккумуляторы и батареи аккумуляторные электрические;70180;79000;68000,00;1;
29.11.2022;138;Жана-Есиль;Заречная (эксп.);Пшеница;68570;51530;125000,00;1;
29.11.2022;150;Речная;Брест-Центральный (эксп.);Изделия магнезитовые;80670;13060;220000,00;1;
29.11.2022;138;Алексеевка;Гыпджак;Консервы молочные;58140;75300;145000,00;1;
29.11.2022;161;Барнаул;Антипиха;Рис (крупа);84010;94230;105000,00;1;
29.11.2022;138;Заинск;Абакан;Сахар-песок;64810;88800;100000,00;1;
29.11.2022;138;Плес;Серхетабат (эксп.);Пшеница;62710;75620;150000,00;1;
29.11.2022;150;Балабаново;Туркестан;Плиты древесностружечные;18360;69780;118000,00;1;
29.11.2022;138;Керамик;Симферополь-Грузовой;Сборная повагонная отправка;78100;85680;125000,00;1;
29.11.2022;138;Сегежа;Комбинатская;Канифоль;01180;83150;93333,33;1;
29.11.2022;138;Тавда;Худжанд;Фанера клееная;78850;74780;155000,00;1;
29.11.2022;138;Керамик;Батарейная;Сборная повагонная отправка;78100;93260;118333,33;1;
29.11.2022;138;Кореновск;Сергели;Масло подсолнечное;52490;72350;130000,00;1;
29.11.2022;138;Белинская;Жеты-Су;Сахар-песок;63330;70030;125000,00;1;
29.11.2022;122;Петропавловск;Серхетабат (эксп.);Пшеница;82000;75620;160000,00;1;
29.11.2022;122;Петропавловск;Серхетабат (эксп.);Пшеница;82000;75620;160000,00;1;
29.11.2022;122;Петропавловск;Серхетабат (эксп.);Пшеница;82000;75620;160000,00;1;
29.11.2022;138;Правый Берег;Ноябрьск I;Гумми (камеди) всякие, не поименованные в алфавите;61650;79830;133333,33;1;
29.11.2022;138;Правый Берег;Ноябрьск I;Гумми (камеди) всякие, не поименованные в алфавите;61650;79830;133333,33;1;
29.11.2022;161;Колодезная;Ханака;Масло подсолнечное;59730;74560;210000,00;1;
29.11.2022;150;Шарья;Алматы 2;Плиты древесноволокнистые;30750;70010;130000,00;1;
29.11.2022;138;Жана-Есиль;Брест-Северный;Пшеница;68570;13010;90380,10;1;
29.11.2022;138;Жана-Есиль;Брест-Северный;Пшеница;68570;13010;90380,10;1;
29.11.2022;138;Жана-Есиль;Брест-Северный;Пшеница;68570;13010;90380,10;1;
29.11.2022;138;Жана-Есиль;Брест-Северный;Пшеница;68570;13010;90380,10;1;
29.11.2022;138;Жана-Есиль;Брест-Северный;Пшеница;68570;13010;90380,10;1;
29.11.2022;150;Починки;Аламедин;Картон переплетный;26130;71690;155000,00;1;
29.11.2022;138;Колпны;Яшкино;Сахар-песок;20890;87320;90000,00;1;
29.11.2022;138;Тавда;Ханака;Фанера клееная;78850;74560;185000,00;1;
28.11.2022;158;Копылово;Усинск;Масло гидравлическое;87460;28830;100000,00;1;
29.11.2022;150;Игоревская;Коканд I;Плиты древесностружечные;17300;74000;145000,00;1;
29.11.2022;150;Паняряй;Жанааул;ШЛАКИ, КРОМЕ ГРАНУЛИРОВАННЫХ И МЕТАЛЛУРГИЧЕСКИХ ДЛЯ ПЕРЕПЛАВКИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;12080;67410;160000,00;1;
29.11.2022;138;Чкалово;Серхетабат (эксп.);Пшеница;68810;75620;190000,00;1;
29.11.2022;138;Наушки (эксп. АО "УБЖД": участок Сухабаатар - Улаанбаатар (искл.));Асбест;Руда флюоритовая (шпат плавиковый, флюорит, концентрат флюоритовый);93700;79380;20000,00;1;
29.11.2022;158;Достык (эксп.);Стенькино II;Натрия сульфид (натрий сернистый);70850;22310;50000,00;1;
29.11.2022;150;Достык (эксп.);Стенькино II;Натрия сульфид (натрий сернистый);70850;22310;50000,00;1;
29.11.2022;138;Достык (эксп.);Стенькино II;Натрия сульфид (натрий сернистый);70850;22310;50000,00;1;
29.11.2022;138;Смоленск;Новокузнецк-Северный;Смеси сухие строительные на основе смешанных вяжущих с массовой долей полимерной составляющей до 5% массы смеси и с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;17010;86420;87367,19;1;
29.11.2022;138;Череповец I;Ош;Плиты древесностружечные;30230;71960;160000,00;1;
29.11.2022;138;Лунинец;Салар;Молоко сухое в порошке и в плитках;13940;72090;205000,00;1;
29.11.2022;150;Ярославль;Душанбе II;Сборная повагонная отправка;31010;74530;175000,00;1;
29.11.2022;161;Новоблаговещенка;Мурманск;Мука пшеничная высшего сорта;84540;01840;97500,00;1;
29.11.2022;138;Бийск;Полтавская;Крупа гречневая (ядрица);84320;52220;91666,67;1;
29.11.2022;138;Грибановка;Благовещенск;Сахар-песок;59890;95470;200000,00;1;
29.11.2022;150;Благовещенск;Донская;Шрот кормовой, не поименованный в алфавите;95470;61550;83333,33;1;
29.11.2022;138;Екатеринославка;Алексеевка;Зерно бобов;95540;58140;62500,00;1;
29.11.2022;138;Благовещенск;Алексеевка;Зерно бобов;95470;58140;83333,33;1;
29.11.2022;150;Жинишке;Маарду (эксп. через порт Мууга);Хрома оксид;66780;08220;77004,89;1;
29.11.2022;150;Жинишке;Маарду (эксп. через порт Мууга);Хрома (VI) оксид (ангидрид хромовый, триоксид хрома) безводный;66780;08220;77004,89;1;
30.11.2022;150;Маарду (эксп. через порт Мууга);Шушары;Кофе натуральный;08220;03300;60253,40;1;
30.11.2022;138;Богословская;Адлер;Смеси сухие строительные на основе смешанных вяжущих с массовой долей полимерной составляющей до 5% массы смеси и с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;53060;53280;58333,33;1;
30.11.2022;138;Динская;Симферополь-Грузовой;Смеси сухие строительные на основе минеральных вяжущих с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;52460;85680;75000,00;1;
30.11.2022;138;Шедок;Грозный;Плиты и плитки гипсовые;53590;54000;55500,00;1;
30.11.2022;138;Свислочь (эксп.);Смоленск;Смеси сухие строительные на основе смешанных вяжущих с массовой долей полимерной составляющей до 5% массы смеси и с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;13570;17010;102430,78;1;
30.11.2022;138;Шедок;Махачкала;Плиты и плитки гипсовые;53590;54330;59000,00;1;
30.11.2022;138;Таскудык;Клещиха;Концентрат минеральный "Галит";69550;85020;48000,00;1;
30.11.2022;138;Астара (эксп.);Гудермес;Плиты и плитки метлахские;55450;54260;23000,00;1;
25.11.2022;158;Сумгаит;Заречная;Полипропилен;54640;51070;25000,00;1;
29.11.2022;150;Сумгаит;Заречная;Сополимеры пропилена;54640;51070;25000,00;1;
29.11.2022;150;Сумгаит;Заречная;Полиэтилен;54640;51070;25000,00;1;
30.11.2022;138;Низовка;Балабаново;Целлюлоза сульфатная беленая;28090;18360;58333,33;1;
30.11.2022;138;Ворсма;Колпино;Плиты и плитки гипсовые;26920;03160;70488,00;1;
30.11.2022;161;Иня-Восточная;Мырза;Взрывчатые материалы;85160;67330;77568,00;1;
30.11.2022;158;Талдыкорган;Клещиха;Аккумуляторы и батареи аккумуляторные электрические;70180;85020;60000,00;1;
30.11.2022;138;Нарышево;Сороковая;Плитки керамические, не поименованные в алфавите;65080;69020;87000,00;1;
30.11.2022;161;Клещиха;Падунские Пороги;Сборная повагонная отправка;85020;92500;80833,33;1;
30.11.2022;138;Лесосибирск;Павлодар-Южный;Плиты древесноволокнистые;88250;69620;90000,00;1;
30.11.2022;138;Екатеринбург-Сортировочный;Караганозек;Силикат-глыба (натрий кремнекислый. Силикат натрия. Стекло растворимое)-содовая, содосульфатная, сульфатная.;78000;67530;92000,00;1;
30.11.2022;138;Павшино;Шедок;Материалы строительные, кроме железобетонных, не поименованные в алфавите;19650;53590;83500,00;1;
30.11.2022;150;Клещиха;Батарейная;Сборная повагонная отправка;85020;93260;84166,67;1;
30.11.2022;138;Клещиха;Кая;Сборная повагонная отправка;85020;93280;84166,67;1;
30.11.2022;161;Клещиха;Кая;Сборная повагонная отправка;85020;93280;84166,67;1;
30.11.2022;158;Сегежа;Курья;Бумага, не поименованная в алфавите;01180;76010;62500,00;1;
30.11.2022;138;Татьянка;Костанай;Средства для отбеливания, подсинивания и аппретирования;61200;68400;70000,00;1;
30.11.2022;138;Острогожск;Сыктывкар;Солод в зерне;58170;28390;85333,33;1;
30.11.2022;158;Комбинатская;Бишкек I;Масла минеральные, темные, не поименованные в алфавите;83150;71660;130000,00;1;
30.11.2022;138;Черкесск;Уршак (рзд);Воды минеральные, натуральные и искусственные;53100;65180;31166,67;1;
30.11.2022;157,2;Кирсанов;Нукус;Масло подсолнечное;60280;73900;150000,00;1;
23.11.2022;138;Риддер;Шершни;Цинк;71360;80020;70000,00;1;
30.11.2022;138;Тальщик;Янгиер;Пшеница;68850;72520;130000,00;1;
30.11.2022;138;Кольчугино;Обская;Кабели всякие;31710;28970;151666,67;1;
30.11.2022;175;Клещиха;Заудинский;Сборная повагонная отправка;85020;93570;95000,00;1;
30.11.2022;138;Шушары;Таганрог (эксп.);Гидрокарбонат натрия (сода питьевая, сода двууглекислая);03300;51160;95000,00;1;
30.11.2022;138;Смышляевка;Новосибирск-Восточный;Плитки керамические, не поименованные в алфавите;65760;85150;80000,00;1;
30.11.2022;150;Маарду;Уральск;Ядра орехов и фруктовых косточек;08210;66560;72304,08;1;
30.11.2022;150;Маарду;Уральск;Сборная повагонная отправка;08210;66560;72304,08;1;
30.11.2022;150;Зоринский;Хамза;Масло подсолнечное;62370;72250;150000,00;1;
30.11.2022;150;Арал Тенизи;Нежеголь;Соль пищевая молотая;67030;43410;25000,00;1;
30.11.2022;161;Зоринский;Сергели;Масло подсолнечное;62370;72350;150000,00;1;
30.11.2022;138;Морозовская;Ашгабат;Масло подсолнечное;58830;75280;130000,00;1;
30.11.2022;138;Лесосибирск;Алматы 2;Плиты древесноволокнистые;88250;70010;100000,00;1;
30.11.2022;138;Койты;Ростов-Товарный;Плиты древесностружечные;28410;51010;72500,00;1;
30.11.2022;161;Барнаул;Назарбек;Плиты древесностружечные;84010;72220;130000,00;1;
30.11.2022;161;Барнаул;Назарбек;Плиты древесностружечные;84010;72220;130000,00;1;
30.11.2022;161;Барнаул;Назарбек;Плиты древесностружечные;84010;72220;130000,00;1;
30.11.2022;161;Барнаул;Назарбек;Плиты древесностружечные;84010;72220;130000,00;1;
30.11.2022;138;Тимашевская;Шершни;Сахар-песок;51620;80020;47687,99;1;
30.11.2022;138;Железорудная;Балканабат;Мука пшеничная высшего сорта;68390;75400;115000,00;1;
30.11.2022;138;Рябово;Актобе II;Кирпич строительный, не поименованный в алфавите;04250;68960;92000,00;1;
30.11.2022;161;Новоблаговещенка;Заудинский;Смесь зерновая;84540;93570;87500,00;1;
30.11.2022;138;Новороссийск (эксп.);Сала;Кирпич кислотоупорный и огнеупорный (бокситовый, магнезитовый, сифонный, тальковый, фасонный, хромомагнезитовый и др.), не поименованный в алфавите;52100;07340;75000,00;1;
30.11.2022;138;Новороссийск (эксп.);Сала;Кирпич кислотоупорный и огнеупорный (бокситовый, магнезитовый, сифонный, тальковый, фасонный, хромомагнезитовый и др.), не поименованный в алфавите;52100;07340;75000,00;1;
30.11.2022;138;Курган;Ейск;Отруби пшеничные;82850;51540;77500,00;1;
30.11.2022;138;Саратов-Порт;Мары;Мука пшеничная, не поименованная в алфавите;62040;75130;142692,10;1;
30.11.2022;138;Саратов-Порт;Мары;Мука пшеничная, не поименованная в алфавите;62040;75130;142692,10;1;
30.11.2022;150;Речная;Брест-Центральный (эксп.);Изделия магнезитовые;80670;13060;220000,00;1;
30.11.2022;138;Ваенга;Шарташ;Вагон для проводников;01900;78060;67500,00;1;
30.11.2022;122;Петропавловск;Галаба (эксп.);Мука пшеничная 1 сорта;82000;73640;125000,00;1;
30.11.2022;122;Петропавловск;Галаба (эксп.);Мука пшеничная 1 сорта;82000;73640;125000,00;1;
30.11.2022;122;Петропавловск;Галаба (эксп.);Мука пшеничная 1 сорта;82000;73640;125000,00;1;
30.11.2022;122;Петропавловск;Галаба (эксп.);Мука пшеничная 1 сорта;82000;73640;125000,00;1;
30.11.2022;122;Петропавловск;Галаба (эксп.);Мука пшеничная 1 сорта;82000;73640;125000,00;1;
30.11.2022;158;Мальта;Караганды;Соль поваренная "Экстра";93170;67390;92000,00;1;
30.11.2022;138;Гордеево;Антипиха;Комбикорма всякие;84230;94230;105000,00;1;
30.11.2022;138;Копылово;Назарбек;Плиты древесноволокнистые;87460;72220;130000,00;1;
30.11.2022;150;Сибай;Серхетабат (эксп.);Мука пшеничная высшего сорта;81830;75620;200000,00;1;
30.11.2022;150;Сибай;Серхетабат (эксп.);Мука пшеничная высшего сорта;81830;75620;200000,00;1;
30.11.2022;150;Сибай;Серхетабат (эксп.);Мука пшеничная высшего сорта;81830;75620;200000,00;1;
30.11.2022;138;Сибай;Серхетабат (эксп.);Мука пшеничная высшего сорта;81830;75620;200000,00;1;
30.11.2022;138;Сибай;Серхетабат (эксп.);Мука пшеничная высшего сорта;81830;75620;200000,00;1;
30.11.2022;138;Сибай;Серхетабат (эксп.);Мука пшеничная высшего сорта;81830;75620;200000,00;1;
30.11.2022;138;Сибай;Серхетабат (эксп.);Мука пшеничная высшего сорта;81830;75620;200000,00;1;
30.11.2022;138;Сибай;Серхетабат (эксп.);Мука пшеничная высшего сорта;81830;75620;200000,00;1;
30.11.2022;138;Сибай;Серхетабат (эксп.);Мука пшеничная высшего сорта;81830;75620;200000,00;1;
30.11.2022;138;Сибай;Серхетабат (эксп.);Мука пшеничная высшего сорта;81830;75620;200000,00;1;
30.11.2022;138;Сибай;Серхетабат (эксп.);Мука пшеничная высшего сорта;81830;75620;200000,00;1;
30.11.2022;138;Сибай;Серхетабат (эксп.);Мука пшеничная высшего сорта;81830;75620;200000,00;1;
30.11.2022;138;Сибай;Серхетабат (эксп.);Мука пшеничная высшего сорта;81830;75620;200000,00;1;
30.11.2022;161;Новоблаговещенка;Чита I;Смесь зерновая;84540;94000;105000,00;1;
30.11.2022;158;Армавир-Ростовский;Салар;Масло подсолнечное;53020;72090;130000,00;1;
30.11.2022;158;Армавир-Ростовский;Салар;Масло подсолнечное;53020;72090;130000,00;1;
30.11.2022;158;Армавир-Ростовский;Салар;Масло подсолнечное;53020;72090;130000,00;1;
30.11.2022;161;Шипуново;Вологда II;Комбикорма всякие;84410;30030;65000,00;1;
30.11.2022;138;Кирсанов;Томск I;Сахар-песок;60280;87390;95000,00;1;
30.11.2022;138;Таскудык;Марк;Концентрат минеральный "Галит";69550;23780;40000,00;1;
30.11.2022;138;Колония;Воркута;Мука пшеничная высшего сорта;83290;28950;91666,67;1;
30.11.2022;161;Талдыкорган;Саратов II-Товарный;Аккумуляторы и батареи аккумуляторные электрические;70180;62050;65000,00;1;
30.11.2022;122;Мамлютка;Серхетабат (эксп.);Мука пшеничная 1 сорта;82620;75620;160000,00;1;
30.11.2022;122;Мамлютка;Серхетабат (эксп.);Мука пшеничная 1 сорта;82620;75620;160000,00;1;
